"image","xmin","ymin","xmax","ymax","label"
"autosave01_02_2012_12_17_24.jpg",343.0,296.0,377.0,327.0,"1_16"
"autosave01_02_2012_12_17_25.jpg",212.0,205.0,264.0,254.0,"1_16"
"autosave01_02_2012_12_18_22.jpg",668.0,370.0,685.0,388.0,"1_16"
"autosave01_02_2012_12_18_23.jpg",685.0,350.0,705.0,370.0,"1_16"
"autosave01_02_2012_12_18_24.jpg",707.0,337.0,733.0,361.0,"1_16"
"autosave01_02_2012_12_18_27.jpg",890.0,183.0,955.0,243.0,"1_16"
"autosave01_02_2012_12_18_59.jpg",711.0,342.0,736.0,368.0,"1_16"
"autosave01_02_2012_12_19_00.jpg",752.0,282.0,787.0,319.0,"1_16"
"autosave01_02_2012_12_19_01.jpg",885.0,177.0,950.0,247.0,"1_16"
"autosave01_02_2012_12_35_27.jpg",638.0,393.0,658.0,414.0,"1_16"
"autosave01_02_2012_12_35_28.jpg",645.0,374.0,673.0,400.0,"1_16"
"autosave01_02_2012_12_35_29.jpg",686.0,357.0,732.0,397.0,"1_16"
"autosave01_02_2012_12_35_30.jpg",796.0,309.0,868.0,375.0,"1_16"
"autosave01_02_2012_12_41_01.jpg",652.0,357.0,674.0,378.0,"3_20"
"autosave01_02_2012_12_41_02.jpg",674.0,336.0,702.0,363.0,"3_20"
"autosave01_02_2012_12_41_03.jpg",690.0,300.0,730.0,338.0,"3_20"
"autosave01_02_2012_12_41_04.jpg",747.0,199.0,815.0,263.0,"3_20"
"autosave01_02_2012_12_44_03.jpg",697.0,403.0,719.0,425.0,"1_15"
"autosave01_02_2012_12_44_04.jpg",745.0,380.0,778.0,411.0,"1_15"
"autosave01_02_2012_12_57_15.jpg",647.0,380.0,672.0,405.0,"1_33"
"autosave01_02_2012_12_57_16.jpg",686.0,352.0,718.0,384.0,"1_33"
"autosave01_02_2012_12_57_17.jpg",730.0,298.0,781.0,350.0,"1_33"
"autosave01_02_2012_12_57_18.jpg",886.0,151.0,991.0,254.0,"1_33"
"autosave01_02_2012_13_09_08.jpg",785.0,377.0,810.0,404.0,"1_8"
"autosave01_02_2012_13_09_09.jpg",901.0,357.0,938.0,392.0,"1_8"
"autosave01_02_2012_13_11_26.jpg",707.0,397.0,723.0,414.0,"1_15"
"autosave01_02_2012_13_11_27.jpg",761.0,382.0,782.0,404.0,"1_15"
"autosave01_02_2012_13_11_28.jpg",906.0,340.0,949.0,382.0,"1_15"
"autosave01_02_2012_13_14_08.jpg",816.0,362.0,846.0,392.0,"1_15"
"autosave01_02_2012_13_14_09.jpg",994.0,313.0,1045.0,362.0,"1_15"
"autosave01_02_2012_13_14_24.jpg",881.0,381.0,905.0,403.0,"1_19"
"autosave01_02_2012_13_14_25.jpg",1066.0,335.0,1106.0,370.0,"1_19"
"autosave01_02_2012_13_15_07.jpg",821.0,388.0,840.0,407.0,"1_8"
"autosave01_02_2012_13_15_08.jpg",966.0,362.0,999.0,394.0,"1_8"
"autosave01_02_2012_13_15_24.jpg",875.0,393.0,893.0,412.0,"1_8"
"autosave01_02_2012_13_15_25.jpg",1031.0,369.0,1064.0,398.0,"1_8"
"autosave01_02_2012_13_15_26.jpg",893.0,385.0,914.0,404.0,"1_20_2"
"autosave01_02_2012_13_15_27.jpg",1058.0,357.0,1089.0,386.0,"1_20_2"
"autosave01_02_2012_13_15_39.jpg",799.0,343.0,831.0,374.0,"1_8"
"autosave01_02_2012_13_15_40.jpg",1105.0,196.0,1185.0,266.0,"1_8"
"autosave01_02_2012_13_27_18.jpg",1023.0,298.0,1077.0,345.0,"1_15"
"autosave01_02_2012_13_27_19.jpg",1049.0,294.0,1103.0,341.0,"1_15"
"autosave01_02_2012_13_30_08.jpg",900.0,330.0,937.0,368.0,"1_16"
"autosave01_02_2012_13_30_09.jpg",961.0,320.0,1006.0,364.0,"1_16"
"autosave01_02_2012_13_30_10.jpg",1073.0,281.0,1128.0,336.0,"1_16"
"autosave01_02_2012_13_37_24.jpg",804.0,372.0,823.0,389.0,"1_16"
"autosave01_02_2012_13_37_25.jpg",863.0,363.0,886.0,386.0,"1_16"
"autosave01_02_2012_13_37_26.jpg",953.0,343.0,983.0,372.0,"1_16"
"autosave01_02_2012_13_37_27.jpg",1102.0,310.0,1142.0,350.0,"1_16"
"autosave01_02_2012_13_41_17.jpg",770.0,392.0,788.0,409.0,"1_15"
"autosave01_02_2012_13_41_18.jpg",818.0,384.0,842.0,410.0,"1_15"
"autosave01_02_2012_13_41_19.jpg",943.0,354.0,979.0,391.0,"1_15"
"autosave02_10_2012_12_02_18_2.jpg",716.0,228.0,753.0,259.0,"1_15"
"autosave02_10_2012_12_02_19_0.jpg",733.0,213.0,773.0,250.0,"1_15"
"autosave02_10_2012_12_02_19_1.jpg",765.0,189.0,815.0,233.0,"1_15"
"autosave02_10_2012_12_02_19_2.jpg",799.0,166.0,859.0,219.0,"1_15"
"autosave02_10_2012_12_02_19_3.jpg",858.0,128.0,928.0,188.0,"1_15"
"autosave02_10_2012_12_02_20_0.jpg",872.0,123.0,945.0,189.0,"1_15"
"autosave02_10_2012_12_02_20_1.jpg",981.0,34.0,1088.0,130.0,"1_15"
"autosave02_10_2012_12_02_20_2.jpg",1158.0,0.0,1279.0,58.0,"1_15"
"autosave02_10_2012_12_03_27_2.jpg",735.0,309.0,752.0,327.0,"1_25"
"autosave02_10_2012_12_03_27_3.jpg",733.0,285.0,750.0,303.0,"1_25"
"autosave02_10_2012_12_03_28_0.jpg",740.0,278.0,759.0,298.0,"1_25"
"autosave02_10_2012_12_03_28_1.jpg",725.0,293.0,744.0,313.0,"1_25"
"autosave02_10_2012_12_03_28_2.jpg",731.0,285.0,752.0,307.0,"1_25"
"autosave02_10_2012_12_03_29_0.jpg",735.0,289.0,756.0,311.0,"1_25"
"autosave02_10_2012_12_03_29_1.jpg",736.0,264.0,760.0,288.0,"1_25"
"autosave02_10_2012_12_03_29_2.jpg",760.0,281.0,788.0,307.0,"1_25"
"autosave02_10_2012_12_03_29_3.jpg",765.0,251.0,800.0,281.0,"1_25"
"autosave02_10_2012_12_03_30_0.jpg",774.0,249.0,811.0,279.0,"1_25"
"autosave02_10_2012_12_03_30_1.jpg",805.0,243.0,847.0,280.0,"1_25"
"autosave02_10_2012_12_03_30_2.jpg",856.0,203.0,912.0,251.0,"1_25"
"autosave02_10_2012_12_03_31_0.jpg",883.0,184.0,943.0,239.0,"1_25"
"autosave02_10_2012_12_03_31_1.jpg",1004.0,115.0,1102.0,197.0,"1_25"
"autosave02_10_2012_12_03_37_0.jpg",178.0,257.0,202.0,278.0,"1_25"
"autosave02_10_2012_12_03_37_1.jpg",128.0,247.0,154.0,271.0,"1_25"
"autosave02_10_2012_12_03_37_2.jpg",74.0,239.0,105.0,264.0,"1_25"
"autosave02_10_2012_12_03_37_3.jpg",8.0,228.0,40.0,255.0,"1_25"
"autosave02_10_2012_12_03_38_0.jpg",0.0,227.0,32.0,254.0,"1_25"
"autosave02_10_2012_12_03_38_0.jpg",604.0,271.0,624.0,292.0,"1_25"
"autosave02_10_2012_12_03_38_1.jpg",569.0,266.0,589.0,287.0,"1_25"
"autosave02_10_2012_12_03_38_2.jpg",539.0,265.0,559.0,286.0,"1_25"
"autosave02_10_2012_12_03_39_0.jpg",523.0,271.0,543.0,292.0,"1_25"
"autosave02_10_2012_12_03_39_1.jpg",499.0,274.0,519.0,295.0,"1_25"
"autosave02_10_2012_12_03_39_2.jpg",485.0,271.0,505.0,292.0,"1_25"
"autosave02_10_2012_12_03_39_3.jpg",469.0,268.0,489.0,289.0,"1_25"
"autosave02_10_2012_12_03_40_0.jpg",465.0,269.0,485.0,290.0,"1_25"
"autosave02_10_2012_12_10_51_0.jpg",339.0,312.0,373.0,365.0,"1_25"
"autosave02_10_2012_12_10_51_1.jpg",254.0,307.0,316.0,379.0,"1_25"
"autosave02_10_2012_12_10_57_1.jpg",374.0,319.0,396.0,343.0,"1_25"
"autosave02_10_2012_12_10_57_2.jpg",369.0,326.0,391.0,350.0,"1_25"
"autosave02_10_2012_12_10_58_2.jpg",334.0,330.0,363.0,356.0,"1_25"
"autosave02_10_2012_12_10_58_3.jpg",316.0,326.0,347.0,353.0,"1_25"
"autosave02_10_2012_12_10_59_0.jpg",309.0,322.0,342.0,349.0,"1_25"
"autosave02_10_2012_12_10_59_1.jpg",283.0,320.0,322.0,353.0,"1_25"
"autosave02_10_2012_12_10_59_2.jpg",256.0,319.0,296.0,358.0,"1_25"
"autosave02_10_2012_12_11_00_0.jpg",221.0,321.0,265.0,360.0,"1_25"
"autosave02_10_2012_12_11_00_1.jpg",158.0,317.0,210.0,365.0,"1_25"
"autosave02_10_2012_12_11_00_2.jpg",88.0,314.0,147.0,372.0,"1_25"
"autosave02_10_2012_12_11_01_0.jpg",0.0,306.0,55.0,378.0,"1_25"
"autosave02_10_2012_12_12_56_1.jpg",282.0,220.0,325.0,251.0,"1_15"
"autosave02_10_2012_12_12_58_0.jpg",262.0,206.0,305.0,237.0,"1_15"
"autosave02_10_2012_12_12_58_1.jpg",161.0,167.0,217.0,210.0,"1_15"
"autosave02_10_2012_12_12_58_2.jpg",49.0,121.0,118.0,176.0,"1_15"
"autosave02_10_2012_12_26_56_3.jpg",1017.0,298.0,1037.0,315.0,"1_20_2"
"autosave02_10_2012_12_29_14_3.jpg",711.0,276.0,728.0,293.0,"1_25"
"autosave02_10_2012_12_29_15_0.jpg",713.0,276.0,730.0,293.0,"1_25"
"autosave02_10_2012_12_29_15_1.jpg",720.0,276.0,741.0,293.0,"1_25"
"autosave02_10_2012_12_29_15_2.jpg",730.0,274.0,751.0,292.0,"1_25"
"autosave02_10_2012_12_29_16_0.jpg",735.0,273.0,758.0,291.0,"1_25"
"autosave02_10_2012_12_29_16_1.jpg",746.0,269.0,770.0,290.0,"1_25"
"autosave02_10_2012_12_29_16_2.jpg",756.0,263.0,784.0,287.0,"1_25"
"autosave02_10_2012_12_29_16_3.jpg",765.0,256.0,793.0,280.0,"1_25"
"autosave02_10_2012_12_29_17_0.jpg",770.0,256.0,798.0,280.0,"1_25"
"autosave02_10_2012_12_29_17_1.jpg",787.0,250.0,821.0,275.0,"1_25"
"autosave02_10_2012_12_29_17_2.jpg",803.0,250.0,840.0,276.0,"1_25"
"autosave02_10_2012_12_29_18_0.jpg",820.0,251.0,860.0,282.0,"1_25"
"autosave02_10_2012_12_29_18_1.jpg",841.0,236.0,885.0,270.0,"1_25"
"autosave02_10_2012_12_29_18_2.jpg",872.0,234.0,917.0,271.0,"1_25"
"autosave02_10_2012_12_29_19_0.jpg",911.0,214.0,959.0,254.0,"1_25"
"autosave02_10_2012_12_29_19_1.jpg",960.0,191.0,1021.0,238.0,"1_25"
"autosave02_10_2012_12_29_19_2.jpg",1026.0,164.0,1099.0,221.0,"1_25"
"autosave02_10_2012_12_29_20_0.jpg",1115.0,126.0,1202.0,197.0,"1_25"
"autosave02_10_2012_12_29_25_0.jpg",353.0,267.0,376.0,289.0,"1_25"
"autosave02_10_2012_12_29_25_1.jpg",318.0,258.0,346.0,280.0,"1_25"
"autosave02_10_2012_12_29_25_2.jpg",279.0,239.0,307.0,261.0,"1_25"
"autosave02_10_2012_12_29_25_3.jpg",203.0,222.0,236.0,250.0,"1_25"
"autosave02_10_2012_12_29_26_0.jpg",183.0,216.0,217.0,248.0,"1_25"
"autosave02_10_2012_12_29_26_1.jpg",48.0,193.0,92.0,230.0,"1_25"
"autosave02_10_2012_12_45_32_0.jpg",722.0,243.0,763.0,276.0,"1_15"
"autosave02_10_2012_12_45_32_1.jpg",753.0,213.0,800.0,249.0,"1_15"
"autosave02_10_2012_12_45_32_2.jpg",809.0,160.0,873.0,214.0,"1_15"
"autosave02_10_2012_12_45_33_0.jpg",922.0,71.0,1034.0,156.0,"1_15"
"autosave02_10_2012_12_46_19_1.jpg",753.0,174.0,798.0,208.0,"1_20_2"
"autosave02_10_2012_12_46_19_1.jpg",753.0,208.0,800.0,242.0,"1_25"
"autosave02_10_2012_12_46_21_0.jpg",768.0,150.0,815.0,187.0,"1_20_2"
"autosave02_10_2012_12_46_21_0.jpg",767.0,192.0,815.0,229.0,"1_25"
"autosave02_10_2012_12_46_21_1.jpg",842.0,93.0,911.0,152.0,"1_20_2"
"autosave02_10_2012_12_46_21_1.jpg",840.0,152.0,908.0,207.0,"1_25"
"autosave02_10_2012_12_52_08_2.jpg",846.0,237.0,872.0,260.0,"1_20_2"
"autosave02_10_2012_12_52_08_2.jpg",847.0,260.0,873.0,284.0,"1_25"
"autosave02_10_2012_12_52_09_0.jpg",860.0,234.0,886.0,257.0,"1_20_2"
"autosave02_10_2012_12_52_09_0.jpg",862.0,258.0,888.0,282.0,"1_25"
"autosave02_10_2012_12_52_09_1.jpg",879.0,223.0,906.0,248.0,"1_20_2"
"autosave02_10_2012_12_52_09_1.jpg",880.0,248.0,906.0,274.0,"1_25"
"autosave02_10_2012_12_52_09_2.jpg",893.0,216.0,922.0,243.0,"1_20_2"
"autosave02_10_2012_12_52_09_2.jpg",894.0,243.0,924.0,270.0,"1_25"
"autosave02_10_2012_12_52_10_0.jpg",907.0,208.0,939.0,236.0,"1_20_2"
"autosave02_10_2012_12_52_10_0.jpg",908.0,236.0,939.0,266.0,"1_25"
"autosave02_10_2012_12_52_10_1.jpg",928.0,197.0,963.0,225.0,"1_20_2"
"autosave02_10_2012_12_52_10_1.jpg",928.0,226.0,961.0,256.0,"1_25"
"autosave02_10_2012_12_52_10_2.jpg",947.0,193.0,984.0,223.0,"1_20_2"
"autosave02_10_2012_12_52_10_2.jpg",948.0,223.0,986.0,255.0,"1_25"
"autosave02_10_2012_12_52_10_3.jpg",978.0,179.0,1018.0,212.0,"1_20_2"
"autosave02_10_2012_12_52_10_3.jpg",979.0,216.0,1017.0,251.0,"1_25"
"autosave02_10_2012_12_52_11_0.jpg",988.0,175.0,1028.0,212.0,"1_20_2"
"autosave02_10_2012_12_52_11_0.jpg",989.0,215.0,1029.0,249.0,"1_25"
"autosave02_10_2012_12_52_11_1.jpg",1026.0,160.0,1068.0,200.0,"1_20_2"
"autosave02_10_2012_12_52_11_1.jpg",1024.0,200.0,1068.0,239.0,"1_25"
"autosave02_10_2012_12_52_11_2.jpg",1064.0,143.0,1112.0,185.0,"1_20_2"
"autosave02_10_2012_12_52_11_2.jpg",1064.0,188.0,1110.0,228.0,"1_25"
"autosave02_10_2012_12_52_12_0.jpg",1112.0,123.0,1161.0,170.0,"1_20_2"
"autosave02_10_2012_12_52_12_0.jpg",1112.0,172.0,1161.0,217.0,"1_25"
"autosave02_10_2012_12_52_12_1.jpg",1180.0,89.0,1238.0,141.0,"1_20_2"
"autosave02_10_2012_12_52_12_1.jpg",1180.0,142.0,1239.0,194.0,"1_25"
"autosave02_10_2012_12_56_17_0.jpg",532.0,254.0,559.0,279.0,"1_20_2"
"autosave02_10_2012_12_56_17_1.jpg",578.0,248.0,605.0,273.0,"1_20_2"
"autosave02_10_2012_12_56_17_2.jpg",613.0,238.0,642.0,264.0,"1_20_2"
"autosave02_10_2012_12_56_17_3.jpg",651.0,217.0,685.0,249.0,"1_20_2"
"autosave02_10_2012_12_56_18_0.jpg",663.0,214.0,697.0,246.0,"1_20_2"
"autosave02_10_2012_12_56_18_1.jpg",711.0,192.0,749.0,227.0,"1_20_2"
"autosave02_10_2012_12_56_18_2.jpg",747.0,172.0,791.0,211.0,"1_20_2"
"autosave02_10_2012_12_56_19_0.jpg",775.0,151.0,832.0,199.0,"1_20_2"
"autosave02_10_2012_12_56_19_1.jpg",828.0,111.0,897.0,166.0,"1_20_2"
"autosave02_10_2012_12_56_19_2.jpg",904.0,51.0,983.0,123.0,"1_20_2"
"autosave02_10_2012_12_56_22_0.jpg",676.0,281.0,710.0,309.0,"1_20_2"
"autosave02_10_2012_12_56_22_1.jpg",710.0,258.0,747.0,289.0,"1_20_2"
"autosave02_10_2012_12_56_22_2.jpg",743.0,264.0,786.0,298.0,"1_20_2"
"autosave02_10_2012_12_56_23_0.jpg",776.0,236.0,832.0,277.0,"1_20_2"
"autosave02_10_2012_12_56_23_1.jpg",841.0,206.0,910.0,264.0,"1_20_2"
"autosave02_10_2012_12_56_23_2.jpg",930.0,155.0,1028.0,235.0,"1_20_2"
